source_id,brand,source_type,source_name,source_url,archive_url,source_effective_date,accessed_at,primary_or_secondary,source_quality,notes
SRC-CURRENT-DIOR-US-M1324OWHP_M51U-ed0e9a0287,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1324OWHP_M51U,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1325OWHP_M900-984ce27ae4,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1325OWHP_M900,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1354OEUB_M918-51e36a8226,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1354OEUB_M918,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1388OEJP_M19I-90ef2d9841,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1388OEJP_M19I,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1388OEJP_M918-335f267465,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1388OEJP_M918,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1409OHSU_M09I-9e6102818e,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1409OHSU_M09I,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1409OTZQ_M928-0b144f6a9a,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1409OTZQ_M928,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1410OHST_M911-080f0de3e8,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1410OHST_M911,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1410OHST_M912-12e16494fb,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1410OHST_M912,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1411OHJW_M911-49abaf70b0,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1411OHJW_M911,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1412PHJX_M79G-f9b39fa0eb,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1412PHJX_M79G,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M1532QTZQ_M928-95de155022,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M1532QTZQ_M928,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M2822OSNW_M900-7e0b592030,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M2822OSNW_M900,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M2836OSNW_M900-aeb7c7debd,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M2836OSNW_M900,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M2867ODKZ_M900-f3142d5a5e,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M2867ODKZ_M900,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M2867PDUN_M18S-77a456c0e4,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M2867PDUN_M18S,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M3919QDWP_M900-520e8cfbef,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M3919QDWP_M900,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-DIOR-US-M3920QDWP_M98H-ff07480f03,Dior,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.dior.com/en_us/fashion/products/M3920QDWP_M98H,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H071205CK89-3a705c7bfd,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-roulis-mini-H071205CK89/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H084151CKAC-3ae65b5a89,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-hermes-videpoches-H084151CKAC/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H084337CKAE-2077112d04,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-victoria-iii-fourre-tout-mini-H084337CKAE/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H084658CKI8-c1c2474262,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-hermes-della-cavalleria-elan-H084658CKI8/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H084847CK4D-0d9aa6c9d5,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-petite-course-H084847CK4D/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H084948CP0G-b771ffbc66,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/minaudiere-en-piste-H084948CP0G/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H085003CK55-9b6f45feea,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-mini-medor-H085003CK55/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H085367CPQ0-196b0d4efa,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-hermes-della-cavalleria-mini-ii-H085367CPQ0/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H085408CKAW-8df17d693f,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-hermes-geta-H085408CKAW/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H085668CKAB-2599ea89b2,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-p-tit-arcon-H085668CKAB/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H085741CK89-7523e20165,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/minaudiere-neo-medor-H085741CK89/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H086559CC55-5f5fa2564a,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-plume-mini-H086559CC55/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H086707CAAG-96d1601503,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-neo-double-sens-35-bicolore-H086707CAAG/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H086915CK1C-3cf11bd726,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-poche-cliquetis-H086915CK1C/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H086915CKI8-432893c83f,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-poche-cliquetis-H086915CKI8/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H087026CCQ0-e9e5d6a1e1,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-petit-tour-34-H087026CCQ0/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H088002CKAH-bc238bc019,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-medor-clous-H088002CKAH/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H088004CC7U-8469bc1a53,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-jypsiere-mini-H088004CC7U/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H088503CKAB-958aa58878,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-balusoie-H088503CKAB/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-FR-H088914CK89-cd498d3ec9,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/fr/fr/product/sac-hermes-videpoches-H088914CK89/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H078401CK37-206af4861c,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/kelly-depeches-25-pouch-H078401CK37/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H083591CK7K-c370964db1,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hac-a-dos-gm-backpack-H083591CK7K/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H084151CKAC-e27b26b21a,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H084151CKAC/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H084489CKAC-050b0181da,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/herbag-messenger-39-bag-H084489CKAC/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H084623CKAF-2b44b80914,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/herbag-messenger-39-bag-H084623CKAF/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H084658CK55-8cc391a9bd,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hermes-della-cavalleria-elan-bag-H084658CK55/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H085408CKAW-7e939d9576,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hermes-geta-bag-H085408CKAW/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H085961CKAB-e13f30517e,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/horseback-bag-H085961CKAB/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H086394CKAC-44dea81985,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/p-tit-arcon-toile-and-cuir-bag-H086394CKAC/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H086583CKAC-6dcd3def29,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/tablier-sellier-bag-H086583CKAC/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H086717CKAC-0b1c175266,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/neo-garden-voyage-41-bag-H086717CKAC/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H086717CKAH-21bc51bb98,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/neo-garden-voyage-41-bag-H086717CKAH/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H087119CKAD-233f452a71,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/jypsiere-mini-toile-and-cuir-bag-H087119CKAD/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H087128CKAC-bd31e03dbb,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/silkycity-33-bag-H087128CKAC/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H087987CK10-3f95d4bf3d,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H087987CK10/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H087987CKH0-4a9331b147,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H087987CKH0/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H088914CK18-5f8c8c661e,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H088914CK18/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H088914CK37-bd8a4775b5,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H088914CK37/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H088914CK89-c7add9a12d,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H088914CK89/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-HERM_S-US-H088914CKP0-523c6f75a4,Hermès,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://www.hermes.com/us/en/product/hermes-videpoches-bag-H088914CKP0/,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M29099-40f214e3ef,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-mini-monogram-nvprod7890075v/M29099,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M29552-30a4e9326d,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-express-pm-nvprod7890039v/M29552,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M29976-88db6cd4aa,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/cabas-onthego-pm-monogram-empreinte-nvprod7890052v/M29976,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M2A038-d7eebe514a,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-speedy-soft-25-lv-crafty-autres-toiles-monogram-nvprod7890058v/M2A038,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M2A099-e1b3f6163b,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-speedy-bandouliere-20-monogram-empreinte-nvprod7890054v/M2A099,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M2A772-27658967ee,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/bundle-trunk-other-leathers-nvprod7890062v/M2A772,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M2A840-0ac8a6719b,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-mini-other-leathers-nvprod7890076v/M2A840,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A079-89d69cf12b,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-speedy-bandouliere-20-g75-nvprod7890169v/M3A079,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A165-918cc9e071,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-speedy-soft-30-g75-nvprod7890171v/M3A165,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A167-9d4032fa40,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-squire-east-west-nvprod7890168v/M3A167,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A247-a25a088fec,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-mini-other-leathers-nvprod7890076v/M3A247,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A259-5f56834eda,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/bundle-trunk-other-leathers-nvprod7890062v/M3A259,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A265-8f7144b6e9,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-express-pm-other-leathers-nvprod7890079v/M3A265,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A269-61467b3ed0,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-other-leathers-nvprod7150031v/M3A269,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A285-7945c2c31e,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-other-leathers-nvprod7150031v/M3A285,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A307-3e982b31d0,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/side-trunk-mm-other-leathers-nvprod7890078v/M3A307,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A388-f665c35307,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-express-mm-nvprod7890082v/M3A388,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A389-de0f9739b8,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/sac-multipass-mini-nvprod7890081v/M3A389,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A842-1ef6ac2608,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/alma-bb-other-leathers-nvprod7890071v/M3A842,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
SRC-CURRENT-LOUIS_VUITTON-FR-M3A843-c98752f15d,Louis Vuitton,official_current_product_page,luxury_competitor_pricing_current/clean/competitor_pricing_clean.csv,https://fr.louisvuitton.com/fra-fr/produits/alma-bb-other-leathers-nvprod7890071v/M3A843,,2026-08-15,2026-08-15T20:20:39+08:00,primary,HIGH,Preserved supplied official localized snapshot; not refreshed during R1.
