snapshot_id,source_effective_date,brand,market,currency,reference_code,product_name,price_status,price,family,model,size_label,use_tag,bag_type,material_raw,material_group,dimensions_cm,regular_special,collection_label,scope_status,isolation_reason,pairing_readiness,dimension_status,comparison_group_id,source_url
refresh_2026-09-07_us:Louis Vuitton:M46987,2026-09-07,Louis Vuitton,US,USD,M46987,Neverfull MM,numeric,2240,Neverfull,Neverfull MM,MM,tote/shopper,tote,Monogram coated canvas,textile,47 x 27.9 x 14 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|tote|MM|textile,https://us.louisvuitton.com/eng-us/products/neverfull-mm-monogram-nvprod5350101v/M46987
refresh_2026-09-07_us:Louis Vuitton:M13039,2026-09-07,Louis Vuitton,US,USD,M13039,Speedy Bandoulière 20,numeric,2330,Speedy,Speedy Bandoulière 20,20,top-handle,top-handle,Monogram coated canvas,textile,20.6 x 13.5 x 11.9 cm,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,numeric,US|top-handle|20|textile,https://us.louisvuitton.com/eng-us/products/speedy-bandouliere-20-monogram-nvprod6150004v/M13039
refresh_2026-09-07_us:Dior:M1409OHST_M911,2026-09-07,Dior,US,USD,M1409OHST_M911,Medium Dior Promenade Shopping Bag,numeric,4500,Dior Promenade,Medium Dior Promenade Shopping Bag,medium,tote/shopper,tote,Calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|medium|leather,https://www.dior.com/en_us/fashion/products/M1409OHST_M911
refresh_2026-09-07_us:Dior:M1410OHST_M911,2026-09-07,Dior,US,USD,M1410OHST_M911,Small Dior Promenade Shopping Bag,numeric,4000,Dior Promenade,Small Dior Promenade Shopping Bag,small,tote/shopper,tote,Calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|small|leather,https://www.dior.com/en_us/fashion/products/M1410OHST_M911
refresh_2026-09-07_us:Dior:M1410OHSU_M12E,2026-09-07,Dior,US,USD,M1410OHSU_M12E,Small Dior Promenade Shopping Bag,numeric,4000,Dior Promenade,Small Dior Promenade Shopping Bag,small,tote/shopper,tote,Suede calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|small|leather,https://www.dior.com/en_us/fashion/products/M1410OHSU_M12E
refresh_2026-09-07_us:Dior:M1410PHSU_M57G,2026-09-07,Dior,US,USD,M1410PHSU_M57G,Small Dior Promenade Shopping Bag,numeric,4000,Dior Promenade,Small Dior Promenade Shopping Bag,small,tote/shopper,tote,Suede calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|small|leather,https://www.dior.com/en_us/fashion/products/M1410PHSU_M57G
refresh_2026-09-07_us:Dior:M1409OHST_M16E,2026-09-07,Dior,US,USD,M1409OHST_M16E,Medium Dior Promenade Shopping Bag,numeric,4500,Dior Promenade,Medium Dior Promenade Shopping Bag,medium,tote/shopper,tote,Calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|medium|leather,https://www.dior.com/en_us/fashion/products/M1409OHST_M16E
refresh_2026-09-07_us:Dior:M1409OTZQ_M928,2026-09-07,Dior,US,USD,M1409OTZQ_M928,Medium Dior Promenade Shopping Bag,numeric,3600,Dior Promenade,Medium Dior Promenade Shopping Bag,medium,tote/shopper,tote,"Cotton, calfskin and technical fabric",mixed_textile_leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|medium|mixed_textile_leather,https://www.dior.com/en_us/fashion/products/M1409OTZQ_M928
refresh_2026-09-07_us:Dior:M1410OTZQ_M928,2026-09-07,Dior,US,USD,M1410OTZQ_M928,Small Dior Promenade Shopping Bag,numeric,3350,Dior Promenade,Small Dior Promenade Shopping Bag,small,tote/shopper,tote,"Cotton, calfskin and technical fabric",mixed_textile_leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|small|mixed_textile_leather,https://www.dior.com/en_us/fashion/products/M1410OTZQ_M928
refresh_2026-09-07_us:Dior:M1410OHSV_M71I,2026-09-07,Dior,US,USD,M1410OHSV_M71I,Small Dior Promenade Shopping Bag,numeric,3450,Dior Promenade,Small Dior Promenade Shopping Bag,small,tote/shopper,tote,"Wool, virgin wool, calfskin, cotton and technical fabric",mixed_textile_leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|small|mixed_textile_leather,https://www.dior.com/en_us/fashion/products/M1410OHSV_M71I
refresh_2026-09-07_us:Dior:M2867ODKZ_M42R,2026-09-07,Dior,US,USD,M2867ODKZ_M42R,Small Dior Toujours Hobo Bag,numeric,3700,Dior Toujours,Small Dior Toujours Hobo Bag,small,shoulder,hobo,Lambskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|hobo|small|leather,https://www.dior.com/en_us/fashion/products/M2867ODKZ_M42R
refresh_2026-09-07_us:Dior:M2867ODKZ_M900,2026-09-07,Dior,US,USD,M2867ODKZ_M900,Small Dior Toujours Hobo Bag,numeric,3700,Dior Toujours,Small Dior Toujours Hobo Bag,small,shoulder,hobo,Lambskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|hobo|small|leather,https://www.dior.com/en_us/fashion/products/M2867ODKZ_M900
refresh_2026-09-07_us:Dior:M2867ODUN_M68M,2026-09-07,Dior,US,USD,M2867ODUN_M68M,Small Dior Toujours Hobo Bag,numeric,3700,Dior Toujours,Small Dior Toujours Hobo Bag,small,shoulder,hobo,Suede goatskin and calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|hobo|small|leather,https://www.dior.com/en_us/fashion/products/M2867ODUN_M68M
refresh_2026-09-07_us:Dior:M2867ODKZ_M01S,2026-09-07,Dior,US,USD,M2867ODKZ_M01S,Small Dior Toujours Hobo Bag,numeric,3700,Dior Toujours,Small Dior Toujours Hobo Bag,small,shoulder,hobo,Lambskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|hobo|small|leather,https://www.dior.com/en_us/fashion/products/M2867ODKZ_M01S
refresh_2026-09-07_us:Dior:M2867ODKZ_M31N,2026-09-07,Dior,US,USD,M2867ODKZ_M31N,Small Dior Toujours Hobo Bag,numeric,3700,Dior Toujours,Small Dior Toujours Hobo Bag,small,shoulder,hobo,Lambskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|hobo|small|leather,https://www.dior.com/en_us/fashion/products/M2867ODKZ_M31N
refresh_2026-09-07_us:Dior:M2867ODKZ_M39Z,2026-09-07,Dior,US,USD,M2867ODKZ_M39Z,Small Dior Toujours Hobo Bag,numeric,3700,Dior Toujours,Small Dior Toujours Hobo Bag,small,shoulder,hobo,Lambskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|hobo|small|leather,https://www.dior.com/en_us/fashion/products/M2867ODKZ_M39Z
refresh_2026-09-07_us:Dior:M2835OSNW_M05S,2026-09-07,Dior,US,USD,M2835OSNW_M05S,Small Dior Toujours Vertical Tote Bag,numeric,3600,Dior Toujours,Small Dior Toujours Vertical Tote Bag,small,tote/shopper,tote,Calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|small|leather,https://www.dior.com/en_us/fashion/products/M2835OSNW_M05S
refresh_2026-09-07_us:Dior:M2835OSNW_M79U,2026-09-07,Dior,US,USD,M2835OSNW_M79U,Small Dior Toujours Vertical Tote Bag,numeric,3600,Dior Toujours,Small Dior Toujours Vertical Tote Bag,small,tote/shopper,tote,Calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|small|leather,https://www.dior.com/en_us/fashion/products/M2835OSNW_M79U
refresh_2026-09-07_us:Dior:M2821OSNW_M73M,2026-09-07,Dior,US,USD,M2821OSNW_M73M,Medium Dior Toujours Bag,numeric,4300,Dior Toujours,Medium Dior Toujours Bag,medium,tote/shopper,tote,Calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|medium|leather,https://www.dior.com/en_us/fashion/products/M2821OSNW_M73M
refresh_2026-09-07_us:Dior:M2820OHJS_M42R,2026-09-07,Dior,US,USD,M2820OHJS_M42R,Large Dior Toujours Bag,numeric,4700,Dior Toujours,Large Dior Toujours Bag,large,tote/shopper,tote,Calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|large|leather,https://www.dior.com/en_us/fashion/products/M2820OHJS_M42R
refresh_2026-09-07_us:Dior:M2821OSNW_M66M,2026-09-07,Dior,US,USD,M2821OSNW_M66M,Medium Dior Toujours Bag,numeric,4300,Dior Toujours,Medium Dior Toujours Bag,medium,tote/shopper,tote,Calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|medium|leather,https://www.dior.com/en_us/fashion/products/M2821OSNW_M66M
refresh_2026-09-07_us:Dior:M2821OSOQ_M22S,2026-09-07,Dior,US,USD,M2821OSOQ_M22S,Medium Dior Toujours Bag,numeric,4300,Dior Toujours,Medium Dior Toujours Bag,medium,tote/shopper,tote,Suede goatskin and calfskin,leather,,not_disclosed,,status_pending,regular_special_not_disclosed,conditional_regular_special_review,unknown,US|tote|medium|leather,https://www.dior.com/en_us/fashion/products/M2821OSOQ_M22S
